titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Lycée Louis Armand,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lycée Rogelat,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLac,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablac.fr/,Paddy Condevaux,06 52 74 93 52,,,,,2 Place de l'Église  74200 Anthy-sur-Léman  France,,Anthy-sur-Léman,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Annecy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Ecoles,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Annecy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fabulien,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,St Julien en Genevois ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Kelle Fabrik,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://kellefabrik.org/,Thibaut,06 74 71 17 77,,,,,2 Rue des Corroyeurs  21000 Dijon  France,21000,Dijon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
LAB'Aux,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://labaux.org,Nicolas B,06 95 51 92 52,,,,,43 Rue de Vigne  21140 Semur-en-Auxois,21140,Semur en Auxois,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
French Makers,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.frenchmakers.com/,,03 81 63 18 32,,,,,17 Rue Xavier Marmier  25000 Besançon  France,25000,Besançon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
"
FabLab Planoise ",,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://epn.besancon.fr/?location=fablab-planoise,,,,,,,10 Rue Pablo Picasso  25000 Besançon  France,25000,Besançon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Atelier Made in iKi - FabLab Bresse du Jura,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://madeiniki.org/,"Jean-Philippe CLERC
",07 68 50 67 39,,,,,5 Place du Général Michelin  39140 Commenailles  France,39140,Commenaille,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
"#Doublon - Net Iki
Cela correspond à l'atelier Made in Iki",,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
fablab Champagnole,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.fablab-champagnole.com/wordpress/,,,,,,,2 rue de l’égalité  39300 Champagnole  France,39300,Champagnole,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Ledenova,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/ledonova/,,,,,,,2 rue de Montaigu  39000 Lons-le-Saunier  France,39000,Lons-le-Saunier,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de la ferme du Marault,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://nfab.fr/,,,,,,,Le Marault 58470 Magny-Cours  France,58470,Magny-Cours,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de Lormes,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,Ludivine Girard,03 86 22 51 42 / 06 45 78 61 56,,,,,114 bis Route d'Avallon  58140 Lormes  France,58140,Lormes,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab de Luzy,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,Ségolène de la Roche Saint-André,03 86 22 51 42 / 06 32 73 57 07,,,,,3 Avenue du Dr Dollet  58170 Luzy  France,58170,Luzy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Acali-écocentre,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.acali.eu/,Michel SCHMIT,03 86 24 00 94 / 06 51 58 31 03,,,,,Les Haverts  58310 Saint-Vérain  France,58310,Saint-Vérain,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de Clamecy (Fab'N'Lab),,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://mediation-numerique.nievre.fr/fab-n-labs/fab_n_lab_clamecy/,Remy Huot,06 32 73 56 80,,,,,10-12 Rue de Druyes  58500 Clamecy  France,58500,Clamecy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab des 3 Lapins,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab3lapins.org/,Emma Romand,07 69 80 19 48,,,,,2 Rue Lacépède  70300 Luxeuil-les-Bains  France,70300,Luxeuil-les-Bains,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
filature 2.0,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.lafilaturederonchamp.fr/fr/,,,,,,,20b rue Paul Strauss 70250 Ronchamp,70250,Ronchamp,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lab haut Comtois,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.labhautcomtois.fr/index.html,Fouad Laoufi,,,,,,3 Rue de l'Abattoir  70800 Saint-Loup-sur-Semouse  France,70800,Saint-Loup-sur-Semouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab du Chalonnais,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab-chalon.fr/,,,,,,,141 avenue Boucicaut  71321 Chalon sur Saône  France,71100,Châlon-sur-Saône,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
#Non_Cartographiable - Fablab Bourbon Lancy,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/groups/1633321136980811/,Lionnel Bonnet,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
LaboM,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.labo-m.club,,09 62 63 77 43,,,,,1400 Route de Louhans  71500 Montagny-prés-Louhans  France,71500,Montagny-prés-Louhans,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de Cluny,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,www.fablabclunisois.fr,,03 85 59 53 91,,,,,Rue Porte de Paris  71250 Cluny  France,71250,Cluny,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Atelier des Beaux Boulons,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.beauxboulons.com,Arnaud Charmet,06 48 70 39 74,,,,,4 Rue Paul Doumer  89000 Auxerre  France,89000,Auxerre,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab de Sens,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/FablabSens/,,06 12 26 69 23,,,,,Maison de quartier des Piedalloues  1 bd des Pyrénées,89100,Sens,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le Maillet de Joigny  FabLab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.lemailletdejoigny.fr,,07 66 21 17 76,,,,,Rue de la Pérouse  89300 Joigny  Bourgogne  France,89300,Joigny,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fabrique numérique de l'Avallonais,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fabrique-numerique-avallonnaise.fr/,,07 67 80 08 54,,,,,11 Rue du Général Leclerc  89200 Avallon  France,89200,Avallon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab LP Diderot,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.cartesvertes.fr/point/271164-fablab-lp-diderot,Patrick Febvay,33 3 84 57 37 27,,,,,1 Rue le Rond d'Alembert  90800 Bavilliers  France,90800,Bavilliers,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Lannion,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.fablab-lannion.org/,,,,,,,14 Rue de Beauchamp  22300 Lannion  France,22300,Lannion,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Esprit Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/EspritFablab/,,,,,,,13 rue Abbé Gibert,22110,Rostrenen,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Open Factory,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://uboopenfactory.univ-brest.fr/,,02 98 01 83 22,,,,,6  avenue le Gorgeu - CS 93837,29238,Brest Cedex 3,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les Fabriques du Ponant,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.lesfabriquesduponant.net/,Marie TREBAOL,06 04 94 84 79,,,,,2 Rue Paul Dukas - Bâtiment des associations,29200,Brest,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Iroise,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://fablab-iroise.fr/,,06 11 05 70 24,,,,,4 place du vieux Marché,29290,Saint-Renan,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Konk’ar’Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.konkarlab.bzh,Olivier Audet,02 56 10 03 04,,,,,2 Rue des Charmes  29900 Concarneau,29900,Concarneau,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Rias 3D,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://rias3d.fr/accueil.php,,06 51 34 82 47,,,,,47 Rue de Saint-Jacques  29360 Clohars-Carnoët  France,29360,Clohars-Carnoët,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
LabFab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.labfab.fr/,,,,,,,06 Cours des Alliés,35000,Rennes ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
My Human Kit,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://myhumankit.org/,,+ 33 768 328 321,,,,,Chez Askoria 2 av. du bois Labbé,35000,Rennes ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les petits débrouillards grand ouest,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.lespetitsdebrouillardsgrandouest.org/,Hélène Bréard,02 99 50 05 14 / 06 82 25 21 85,,,,,187 rue de Châtillon,35000,Rennes ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
la vilaine bidouille,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.fablabredon.org/wordpress/,,,,,,,Au campus électronique ESPRIT  6 rue de la Maillardais,35600,Redon,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
AUDELOR - FABLAB,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.audelor.com/,Léo	TALOTTE,02 97 12 06 40,,,,,12 Avenue de la Perrière,56000,Lorient,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab du pays de Lorient,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/FablabLorient/,,02 97 12 06 58,,,,,4 rue Galilée,56270,Ploemeur,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La fabrique du Loch,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.lafabriqueduloch.org,Patrick Jullien,02 97 58 47 04,,,,,8 Rue Georges Clemenceau  56400 Auray,56400,Auray,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Icam,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/UsiLABbretagne/,Julien Lethuillier,02 22 77 01 64,,,,,9 rue du Commandant Charcot  ,56000,Vannes,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
makerspace56,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://makerspace56.org/,Laure Sivadier,,,,,,Le Prisme – CP3 Place Albert Einstein ,56000,Vannes,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
espace kenere,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.espace-kenere.fr/EXPLOITATION/KENERE/fab-lab.aspx,Julien Amghar,02 97 39 00 61,,,,,34 Bis rue Général de Gaulle,56300,Pontivy,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Mon-fablab . fr,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.mon-fablab.fr/,Xavier Hinault,,,,,,Route de Bubry - Saint-Yves,56310,Bubry,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Ajaccio,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablabajaccio.com/,,04.95.52.33.37,,,,,1 Avenue Napoléon III20000 Ajaccio  France,20000,Ajaccio,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab Corti,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablab.universita.corsica/,Mathilde Ménager,04 20 20 22 33,,,,,Palazzu Naziunale  4 Rue Balthazar Arrighi  20250 Corte  France,20250,Corti,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le Fablab de Jarry,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.lefablabdeguadeloupe.com/contacts.html,Capt'ain,00590 690 55 92 40,,,,,Morne Bernard 97122  Baie Mahault  Guadeloupe  France,97129,Baie Mahault,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Manifact,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://manifact.org/,Rudi FLOQUET,05 94 59 26 66,,,,,26 Boulevard Malouet  Saint-Laurent-du-Maroni  Guyane française,,Saint-Laurent du Maroni ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
NumLab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.ardi-gdi.fr/recherche-et-innovation/numerique/numlab/,Valery,05 94 39 24 65,,,,,Cayenne 97300  Guyane française,97300,Cayenne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Webcup Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.webcup.fr/,,02 62 73 60 41,,,,,Montreuil  208 Rue Maréchal Leclerc 97400 Saint-Denis – La Réunion,97440,Saint-Denis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
"Fablab Okartié – Sciences reunion
",,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://sciences-reunion.net/fablab-okartie/,,02 62 92 24 39,,,,,3 Rue Serge Ycard  Sainte-Clotilde 97490  La Réunion,97490,Sainte-Clotilde,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le labo Motive,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/lelabomotive/,Jean-Christophe,06 21 87 51 39,,,,,10 Rue de la Gare  36250 Saint-Maur  France,18270,St.Maur,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Passerelle,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,Luc Poulet,,,,,,,18200,Saint-Amand-Montrond,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
BétaMachine,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.betamachine.fr/,Arnaud Vieux,02 37 31 40 96,,,,,15 Rue Victor Gilbert  28000 Chartres  France,28000,Chartres,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
BerryLab36,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,www.berrylab36.org,Bernard Lanchais,,,,,,2 Allée Jean Vaillé  36000 Châteauroux  France,36000,Chateauroux ,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FUNLAB Tours,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://funlab.fr/,Aurélien Viney,,,,,,49 Boulevard Preuilly  37000 Tours  France,37000,Tours,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Grange numérique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.asso-info.org/,Stéphane Bué,06 34 62 31 09,,,,,23 Rue Pierre Brossolette37700 Saint-Pierre-des-Corps  France,37700,Saint Pierre des Corps,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Azay Tech,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.facebook.com/AzayTech3D/,Xavier Maquet,06 71 93 62 07,,,,,,37190,Azay le Rideau,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab Robert Houdin,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablab-robert-houdin.org/,Guillaume Lan Chow Wing,02 54 43 40 35,,,,,49 Boulevard Preuilly  37000 Tours,,Blois,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Atelier Numérique Romorantin,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://anr.adeti.org/,Franck Pichon,06 61 95 38 65,,,,,3 rue Jean Monnet  41200 Romorantin-Lanthenay  France,,Romorantin,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Industry Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.le-lab-o.fr/entreprise/industry-lab/,Christophe Alayrac,02 46 91 10 40,,,,,1 Avenue du Champ de Mars  45100 Orléans,45000,Orléans,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Forge 4.5,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.laforge45.org/,,,,,,,2 Rue Ferdinand Buisson  45200 Montargis  France,45200,Montargis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Fabrik,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://sites.google.com/view/lafabrik-fablab,,06 86 26 02 83,,,,,13 Place des Terres Blanches45200 Amilly  France,45200,Montargis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Smart Materials,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://fablab.eisine.fr/,Laurine Renaux,03.24.59.64.93,,,,,"l'EiSINe Campus Sup Ardenne
08000 Charleville-Mézières",8000,Charleville-Mézières,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
